"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","VersionInfo","BaseName","Target","LinkType","Length","DirectoryName","Directory","IsReadOnly","FullName","Extension","Name","Exists","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","Attributes"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\55810\55810-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\55810","55810-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\55810\55810-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","55810-1",,,"207532","D:\BID\InServer\55810","D:\BID\InServer\55810","False","D:\BID\InServer\55810\55810-1.jpg",".jpg","55810-1.jpg","True","2022-07-23 오후 4:50:19","2022-07-23 오전 7:50:19","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-08 오전 2:06:06","2022-07-07 오후 5:06:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\55974\55974-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\55974","55974-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\55974\55974-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","55974-1",,,"54746","D:\BID\InServer\55974","D:\BID\InServer\55974","False","D:\BID\InServer\55974\55974-1.webp",".webp","55974-1.webp","True","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-03-30 오후 5:35:06","2022-03-30 오전 8:35:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56052\56052-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56052","56052-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56052\56052-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56052-1",,,"14662","D:\BID\InServer\56052","D:\BID\InServer\56052","False","D:\BID\InServer\56052\56052-1.webp",".webp","56052-1.webp","True","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-20 오전 9:36:12","2022-07-20 오전 12:36:12",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56199\56199-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56199","56199-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56199\56199-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56199-1",,,"433474","D:\BID\InServer\56199","D:\BID\InServer\56199","False","D:\BID\InServer\56199\56199-1.jpg",".jpg","56199-1.jpg","True","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-23 오후 4:50:20","2022-07-23 오전 7:50:20","2022-07-14 오전 12:29:22","2022-07-13 오후 3:29:22",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56232\56232-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56232","56232-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56232\56232-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56232-1",,,"410905","D:\BID\InServer\56232","D:\BID\InServer\56232","False","D:\BID\InServer\56232\56232-1.jpg",".jpg","56232-1.jpg","True","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-06-29 오후 2:09:32","2022-06-29 오전 5:09:32",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56235\56235-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56235","56235-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56235\56235-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56235-1",,,"225568","D:\BID\InServer\56235","D:\BID\InServer\56235","False","D:\BID\InServer\56235\56235-1.jpg",".jpg","56235-1.jpg","True","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-14 오전 12:25:32","2022-07-13 오후 3:25:32",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56240\56240-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56240","56240-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56240\56240-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56240-1",,,"312970","D:\BID\InServer\56240","D:\BID\InServer\56240","False","D:\BID\InServer\56240\56240-1.jpg",".jpg","56240-1.jpg","True","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-14 오전 12:29:18","2022-07-13 오후 3:29:18",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56240\56240-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56240","56240-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56240\56240-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56240-2",,,"259289","D:\BID\InServer\56240","D:\BID\InServer\56240","False","D:\BID\InServer\56240\56240-2.jpg",".jpg","56240-2.jpg","True","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-23 오후 4:50:21","2022-07-23 오전 7:50:21","2022-07-14 오전 12:29:18","2022-07-13 오후 3:29:18",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56530\56530-1.webp","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\56530","56530-1.webp","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\56530\56530-1.webp
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","56530-1",,,"94678","D:\BID\InServer\56530","D:\BID\InServer\56530","False","D:\BID\InServer\56530\56530-1.webp",".webp","56530-1.webp","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 4:26:06","2022-07-23 오전 7:26:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57009\57009-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57009","57009-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57009\57009-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57009-1",,,"177361","D:\BID\InServer\57009","D:\BID\InServer\57009","False","D:\BID\InServer\57009\57009-1.jpg",".jpg","57009-1.jpg","True","2022-07-23 오후 4:50:23","2022-07-23 오전 7:50:23","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-15 오후 10:39:06","2022-07-15 오후 1:39:06",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57009\57009-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57009","57009-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57009\57009-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57009-2",,,"149251","D:\BID\InServer\57009","D:\BID\InServer\57009","False","D:\BID\InServer\57009\57009-2.jpg",".jpg","57009-2.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-12 오후 12:41:28","2022-07-12 오전 3:41:28",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57029\57029-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57029","57029-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57029\57029-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57029-1",,,"131716","D:\BID\InServer\57029","D:\BID\InServer\57029","False","D:\BID\InServer\57029\57029-1.jpg",".jpg","57029-1.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-08 오후 2:43:16","2022-07-08 오전 5:43:16",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57049\57049-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57049","57049-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57049\57049-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57049-1",,,"185420","D:\BID\InServer\57049","D:\BID\InServer\57049","False","D:\BID\InServer\57049\57049-1.jpg",".jpg","57049-1.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-14 오전 12:55:30","2022-07-13 오후 3:55:30",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57049\57049-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57049","57049-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57049\57049-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57049-2",,,"181745","D:\BID\InServer\57049","D:\BID\InServer\57049","False","D:\BID\InServer\57049\57049-2.jpg",".jpg","57049-2.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-11 오후 11:49:16","2022-07-11 오후 2:49:16",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57053\57053-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57053","57053-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57053\57053-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57053-1",,,"431518","D:\BID\InServer\57053","D:\BID\InServer\57053","False","D:\BID\InServer\57053\57053-1.jpg",".jpg","57053-1.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-06 오후 5:43:04","2022-07-06 오전 8:43:04",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57053\57053-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57053","57053-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57053\57053-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57053-2",,,"414316","D:\BID\InServer\57053","D:\BID\InServer\57053","False","D:\BID\InServer\57053\57053-2.jpg",".jpg","57053-2.jpg","True","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-23 오후 4:50:24","2022-07-23 오전 7:50:24","2022-07-14 오전 12:55:38","2022-07-13 오후 3:55:38",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57268\57268-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57268","57268-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57268\57268-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57268-1",,,"107628","D:\BID\InServer\57268","D:\BID\InServer\57268","False","D:\BID\InServer\57268\57268-1.jpg",".jpg","57268-1.jpg","True","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-23 오후 5:57:36","2022-07-23 오전 8:57:36","2022-07-20 오후 3:54:40","2022-07-20 오전 6:54:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57561\57561-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57561","57561-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57561\57561-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57561-1",,,"176770","D:\BID\InServer\57561","D:\BID\InServer\57561","False","D:\BID\InServer\57561\57561-1.jpg",".jpg","57561-1.jpg","True","2022-07-23 오후 4:50:27","2022-07-23 오전 7:50:27","2022-07-23 오후 4:50:27","2022-07-23 오전 7:50:27","2022-07-10 오후 8:57:24","2022-07-10 오전 11:57:24",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57959\57959-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\57959","57959-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\57959\57959-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","57959-1",,,"258062","D:\BID\InServer\57959","D:\BID\InServer\57959","False","D:\BID\InServer\57959\57959-1.jpg",".jpg","57959-1.jpg","True","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-06 오후 3:35:02","2022-07-06 오전 6:35:02",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58113\58113-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58113","58113-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58113\58113-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58113-1",,,"452526","D:\BID\InServer\58113","D:\BID\InServer\58113","False","D:\BID\InServer\58113\58113-1.jpg",".jpg","58113-1.jpg","True","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-14 오전 12:55:22","2022-07-13 오후 3:55:22",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58254\58254-1.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58254","58254-1.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58254\58254-1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58254-1",,,"227237","D:\BID\InServer\58254","D:\BID\InServer\58254","False","D:\BID\InServer\58254\58254-1.png",".png","58254-1.png","True","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-20 오후 6:38:54","2022-07-20 오전 9:38:54",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291\58291-1.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291","58291-1.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58291\58291-1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58291-1",,,"323884","D:\BID\InServer\58291","D:\BID\InServer\58291","False","D:\BID\InServer\58291\58291-1.png",".png","58291-1.png","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-18 오전 8:27:38","2022-07-17 오후 11:27:38",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291\58291-2.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291","58291-2.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58291\58291-2.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58291-2",,,"375967","D:\BID\InServer\58291","D:\BID\InServer\58291","False","D:\BID\InServer\58291\58291-2.png",".png","58291-2.png","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-18 오후 10:07:38","2022-07-18 오후 1:07:38",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291\58291-3.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291","58291-3.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58291\58291-3.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58291-3",,,"403055","D:\BID\InServer\58291","D:\BID\InServer\58291","False","D:\BID\InServer\58291\58291-3.png",".png","58291-3.png","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-20 오후 11:35:40","2022-07-20 오후 2:35:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291\58291-4.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291","58291-4.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58291\58291-4.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58291-4",,,"359680","D:\BID\InServer\58291","D:\BID\InServer\58291","False","D:\BID\InServer\58291\58291-4.png",".png","58291-4.png","True","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-13 오후 6:45:54","2022-07-13 오전 9:45:54",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291\58291-5.png","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58291","58291-5.png","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58291\58291-5.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58291-5",,,"313591","D:\BID\InServer\58291","D:\BID\InServer\58291","False","D:\BID\InServer\58291\58291-5.png",".png","58291-5.png","True","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-23 오후 4:50:28","2022-07-23 오전 7:50:28","2022-07-20 오후 11:35:40","2022-07-20 오후 2:35:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58374\58374-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58374","58374-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58374\58374-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58374-1",,,"240477","D:\BID\InServer\58374","D:\BID\InServer\58374","False","D:\BID\InServer\58374\58374-1.jpg",".jpg","58374-1.jpg","True","2022-07-23 오후 6:06:52","2022-07-23 오전 9:06:52","2022-07-23 오후 6:06:52","2022-07-23 오전 9:06:52","2022-06-29 오후 10:18:32","2022-06-29 오후 1:18:32",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58374\58374-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58374","58374-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58374\58374-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58374-2",,,"247891","D:\BID\InServer\58374","D:\BID\InServer\58374","False","D:\BID\InServer\58374\58374-2.jpg",".jpg","58374-2.jpg","True","2022-07-23 오후 6:06:52","2022-07-23 오전 9:06:52","2022-07-23 오후 6:06:52","2022-07-23 오전 9:06:52","2022-07-11 오후 10:42:14","2022-07-11 오후 1:42:14",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58466\58466-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58466","58466-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58466\58466-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58466-1",,,"204843","D:\BID\InServer\58466","D:\BID\InServer\58466","False","D:\BID\InServer\58466\58466-1.jpg",".jpg","58466-1.jpg","True","2022-07-23 오후 6:52:43","2022-07-23 오전 9:52:43","2022-07-23 오후 6:52:43","2022-07-23 오전 9:52:43","2022-07-23 오후 6:52:42","2022-07-23 오전 9:52:42",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58466\58466-2.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58466","58466-2.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58466\58466-2.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58466-2",,,"212982","D:\BID\InServer\58466","D:\BID\InServer\58466","False","D:\BID\InServer\58466\58466-2.jpg",".jpg","58466-2.jpg","True","2022-07-23 오후 6:52:43","2022-07-23 오전 9:52:43","2022-07-23 오후 6:52:43","2022-07-23 오전 9:52:43","2022-07-23 오후 6:52:42","2022-07-23 오전 9:52:42",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58780\58780-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58780","58780-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58780\58780-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58780-1",,,"118354","D:\BID\InServer\58780","D:\BID\InServer\58780","False","D:\BID\InServer\58780\58780-1.jpg",".jpg","58780-1.jpg","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-12 오후 8:58:40","2022-07-12 오전 11:58:40",,"Archive"
"Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878\58878-1.jpg","Microsoft.PowerShell.Core\FileSystem::D:\BID\InServer\58878","58878-1.jpg","D","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","File:             D:\BID\InServer\58878\58878-1.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","58878-1",,,"326501","D:\BID\InServer\58878","D:\BID\InServer\58878","False","D:\BID\InServer\58878\58878-1.jpg",".jpg","58878-1.jpg","True","2022-07-23 오후 4:50:29","2022-07-23 오전 7:50:29","2022-07-23 오후 4:50:30","2022-07-23 오전 7:50:30","2022-07-14 오전 12:45:06","2022-07-13 오후 3:45:06",,"Archive"
